key,outbrain_id,outbrain_name
DE:85465,688cc984e64187f3b2e6ad9244a4d3ff,"85465, Langenpreising, Bayern, Germany"
DE:85467,4db076544ac0b190450656c2d742aa18,"85467, Neuching, Bayern, Germany"
DE:85469,c5fbd0aa433f334e11c0c44989020ecd,"85469, Walpertskirchen, Bayern, Germany"
DE:85521,6442032daf383be13fe57c0a20237a44,"85521, Ottobrunn, Bayern, Germany"
DE:85540,f5ac402294c116acd2cc534df00cf3e4,"85540, Haar, Bayern, Germany"
DE:85551,ab25ad00aaa911055df11a1ec1fca7e8,"85551, Kirchheim bei München, Bayern, Germany"
DE:85560,933281d6cf42a8f44366d62c907de539,"85560, Ebersberg, Bayern, Germany"
DE:85567,ed9ed8dd2ef1eca4cf1d970886b81c66,"85567, Bruck, Bayern, Germany"
DE:85570,fab94b01d550bd1db93132d37355bdf7,"85570, Ottenhofen, Bayern, Germany"
DE:85579,fb71e5b02993409d20b9dc4a9f4f8552,"85579, Neubiberg, Bayern, Germany"
DE:85586,d4094962bdbd4a8297def5e76e7e8423,"85586, Poing, Bayern, Germany"
DE:85591,2c7a4e980d8915714c6dd30a16718540,"85591, Vaterstetten, Bayern, Germany"
DE:85598,61c24a8c4c5af480fa0d67c7abb39cb1,"85598, Baldham, Bayern, Germany"
DE:85599,c19b6aa0299476cf51d55aa22b729d28,"85599, Parsdorf, Bayern, Germany"
DE:85604,fc77d69f1b7035b532f3f7d5420a1d2e,"85604, Zorneding, Bayern, Germany"
DE:85609,a9d7e722f3f5595052750ab0c49501fc,"85609, Aschheim, Bayern, Germany"
DE:85614,edb08cca6288f6ec6b5a1aa0b9292e45,"85614, Kirchseeon, Bayern, Germany"
DE:85617,5f57ece0316fab281442f5228c51cf47,"85617, Aßling, Bayern, Germany"
DE:85622,0122a7b0ab2be916464208483caf38e4,"85622, Feldkirchen, Bayern, Germany"
DE:85625,201a9417d308ceafddd3e982de365b49,"85625, Glonn, Bayern, Germany"
DE:85630,8427b5386b0c945026c8d5045989834f,"85630, Grasbrunn, Bayern, Germany"
DE:85635,8cb6b69c7909da0accfd00925c803c0a,"85635, Höhenkirchen-Siegertsbrunn, Bayern, Germany"
DE:85640,2a8b4ee9bd3805e1574a7766e0416590,"85640, Putzbrunn, Bayern, Germany"
DE:85643,41e0bc5e240d41d4405a2768d7650a28,"85643, Steinhöring, Bayern, Germany"
DE:85646,36c1f55b75b6c60c18fbe1b348b4dbc8,"85646, Anzing, Bayern, Germany"
DE:85649,53ac515fc509d2d3de508336b36adf4a,"85649, Brunnthal, Bayern, Germany"
DE:85652,900969ac003e4f07d78118b9ac9b3759,"85652, Pliening, Bayern, Germany"
DE:85653,04e7614b0b1f0c882fdff08e92ec0d9a,"85653, Aying, Bayern, Germany"
DE:85661,d22a678ccbd01ce228d67a7b6717d056,"85661, Forstinning, Bayern, Germany"
DE:85662,5c7840bcf2d7c0e617c463e519e510fa,"85662, Hohenbrunn, Bayern, Germany"
DE:85667,47b1401fed29c970e5d2cbfd9d6e05dc,"85667, Oberpframmern, Bayern, Germany"
DE:85716,eaf47ad33f2943ec0eac4eeef57e55f6,"85716, Unterschleißheim, Bayern, Germany"
DE:85737,a2c594371172b75506e3bdc037ff9ad6,"85737, Ismaning, Bayern, Germany"
DE:85748,9b73d829eca24b9217cba729c6873e32,"85748, Garching bei München, Bayern, Germany"
DE:85757,57179ad6915b4de6adf7445829d5334f,"85757, Karlsfeld, Bayern, Germany"
DE:85764,49eed7d0124d23e0aaf613c7320a4530,"85764, Oberschleißheim, Bayern, Germany"
DE:85774,a374acfade3ae63ae169e6f1cd60bb5b,"85774, Unterföhring, Bayern, Germany"
DE:85777,e39fa1947a0ebcf196d38589ca6158df,"85777, Fahrenzhausen, Bayern, Germany"
DE:85778,3283c2e20fb370edbea3a56ee4bd60ae,"85778, Haimhausen, Bayern, Germany"
DE:86150,804e71e05d9dfa706e1d576829c987d9,"86150, Augsburg, Bayern, Germany"
DE:86152,cf02133dc1a99d693c5f5c6784d0b8bf,"86152, Augsburg, Bayern, Germany"
DE:86153,55844fadbd797db783b2934362efbb46,"86153, Augsburg, Bayern, Germany"
DE:86154,82d72e9855211a7e77092915f655eeb4,"86154, Augsburg, Bayern, Germany"
DE:86156,9537614073405587c1dd4458503e051f,"86156, Augsburg, Bayern, Germany"
DE:86157,b94e88637172a8e1baabc13f59b625a2,"86157, Augsburg, Bayern, Germany"
DE:86159,db5f3070dbb059886b2480513bb3a27f,"86159, Augsburg, Bayern, Germany"
DE:86161,3f1e4c76f83236be9ca77f30070d7203,"86161, Augsburg, Bayern, Germany"
DE:86163,9e164b092bda80602433e9d443d35095,"86163, Augsburg, Bayern, Germany"
DE:86165,84b8af3b2d3902b624a936e7ea51843e,"86165, Augsburg, Bayern, Germany"
DE:86167,54e2f8241753d94bcab80cc4db5d74c3,"86167, Augsburg, Bayern, Germany"
DE:86169,9b0c3f44b94d465f10f0eb5c94bcbd76,"86169, Augsburg, Bayern, Germany"
DE:86179,069228e2abf4bc75c02e9a78ae267e5a,"86179, Augsburg, Bayern, Germany"
DE:86199,ddc932761cc7360f207bb98eb2a12d75,"86199, Augsburg, Bayern, Germany"
DE:86316,d3a9d0e6a42d619b1e6c44da1ada3af5,"86316, Friedberg, Bayern, Germany"
DE:86343,bc7bf5c92531c6c234edae81694dbd78,"86343, Königsbrunn, Bayern, Germany"
DE:86356,235e7c072d3d8cd044c2604a23a28dad,"86356, Neusäß, Bayern, Germany"
DE:86368,9e233121b9e9c11785e9dc476b546d7b,"86368, Gersthofen, Bayern, Germany"
DE:86381,58cdb0e876d059c65adbfa2ecbaa6bc7,"86381, Krumbach, Bayern, Germany"
DE:86391,a15e53434dde1fe9b5ead7875709d19f,"86391, Stadtbergen, Bayern, Germany"
DE:86399,da7063a015e61889dcebcabad70451dd,"86399, Bobingen, Bayern, Germany"
DE:86405,12ea01c39f1654c2b745c5e502e4f5ab,"86405, Meitingen, Bayern, Germany"
DE:86415,8de41291d2c088dc46ba13eab32a25a2,"86415, Mering, Bayern, Germany"
DE:86420,33c6930fc43aa06c8ca853696e96af7c,"86420, Diedorf, Bayern, Germany"
DE:86424,6a6c27701bd39f0e231b842bfb774b18,"86424, Dinkelscherben, Bayern, Germany"
DE:86438,39ea7dcb825b91ba468aa3d27d6c84b7,"86438, Kissing, Bayern, Germany"
DE:86441,39f1f7f4c71b5bbc1cb2b22c65a26463,"86441, Zusmarshausen, Bayern, Germany"
DE:86444,b8ab34658a38c0ba10bded861d75c154,"86444, Affing, Bayern, Germany"
DE:86447,855bebe57e4eca8dd29f813a7ec69d0d,"86447, Todtenweis, Bayern, Germany"
DE:86450,1acdd1411ba3acb89bf0e184f387e079,"86450, Altenmünster, Bayern, Germany"
DE:86453,6e736022a57353f00fe7dc073872b098,"86453, Dasing, Bayern, Germany"
DE:86456,6d2bfea565d9a1befdfe2d39fa319515,"86456, Gablingen, Bayern, Germany"
DE:86459,2191475b36d232f0304b578272d6b791,"86459, Gessertshausen, Bayern, Germany"
DE:86462,7d3d37bf1e99ec82319074416b9e7dca,"86462, Langweid am Lech, Bayern, Germany"
DE:86470,b9a468ccbcbdcf72abfbfc9c1bc7ad17,"86470, Thannhausen, Bayern, Germany"
DE:86473,9c52ea4a4c174dd7f73c64096f4ec3b0,"86473, Ziemetshausen, Bayern, Germany"
DE:86477,edf3c822b6858763af9b85af19894620,"86477, Adelsried, Bayern, Germany"
DE:86480,71d3f108ea35d6d794a5c858394dc57c,"86480, Waltenhausen, Bayern, Germany"
DE:86482,e3bc38f41114566fd738cb4659952cb2,"86482, Aystetten, Bayern, Germany"
DE:86494,70006c81ec6721c66320f8ff77a37368,"86494, Emersacker, Bayern, Germany"
DE:86497,cb84cbbfd21cc45cc2a4fb8bcd14a65d,"86497, Horgau, Bayern, Germany"
DE:86500,214c61a525c2c64e3ddaa4fe48da9567,"86500, Kutzenhausen, Bayern, Germany"
DE:86502,ac0a08f6f21c22bd37af03c21baedbe1,"86502, Laugna, Bayern, Germany"
DE:86504,dbb10f2a5d597f3300d3066ae98ed26f,"86504, Merching, Bayern, Germany"
DE:86505,0c0e32362ed1a4084b07c327778ae12d,"86505, Münsterhausen, Bayern, Germany"
DE:86507,d14a16ea62ce6be2c3c7123ba848b515,"86507, Kleinaitingen, Bayern, Germany"
DE:86508,d4830b3e81e353203f45a5f9dd46f445,"86508, Rehling, Bayern, Germany"
DE:86511,57d52588cabb602f904b3e328ec3d331,"86511, Schmiechen, Bayern, Germany"
DE:86517,cc31b71fc941e99572def20548184d2f,"86517, Wehringen, Bayern, Germany"
DE:86529,d7b40aaf6a1f8cc30c854c8e7dd1db51,"86529, Schrobenhausen, Bayern, Germany"
DE:86551,988afbc8ddfec6a9c0cf98995cfb1e86,"86551, Aichach, Bayern, Germany"
DE:86554,ff759daaf76a5c152b29710d6ab422f1,"86554, Pöttmes, Bayern, Germany"
DE:86558,ff7a14fa8082f06461808149810eaab8,"86558, Hohenwart, Bayern, Germany"
DE:86559,aad8ec72ae62688d4afe7d1494fb848f,"86559, Adelzhausen, Bayern, Germany"
DE:86561,b53f7b7e12e6d255e716afb2af41a33c,"86561, Aresing, Bayern, Germany"
DE:86562,8b8bf1f1ab75b8814d672f2a1972c357,"86562, Berg im Gau, Bayern, Germany"
DE:86565,88f2a9491c774124a654463c1958fb2a,"86565, Gachenbach, Bayern, Germany"
DE:86567,3e1c205aec7e9846ff91544391c17a0c,"86567, Hilgertshausen-Tandern, Bayern, Germany"
DE:86568,10e8bf63f60c1f77760796a50a4cf164,"86568, Hollenbach, Bayern, Germany"
DE:86570,52ad6582f01f9a808fffc714242e7552,"86570, Inchenhofen, Bayern, Germany"
DE:86571,152169328f1339a0698034eff5e53757,"86571, Langenmosen, Bayern, Germany"
DE:86573,6e648783b3d8fb17e5ac8a7148eaa1d6,"86573, Obergriesbach, Bayern, Germany"
DE:86574,fa3fe11afac512c1913ce81bea74e154,"86574, Petersdorf, Bayern, Germany"
DE:86576,0cb1a8b6acf7b94f56d21961cfd37796,"86576, Schiltberg, Bayern, Germany"
DE:86579,4ba1aa208826470f24f9dcdfa5e0bf5d,"86579, Waidhofen, Bayern, Germany"
DE:86609,e831f1f1feb5a2e957a6e989dd7e73a2,"86609, Donauwörth, Bayern, Germany"
DE:86633,6e260ba1ffa690e7c059e7905146bb2f,"86633, Neuburg an der Donau, Bayern, Germany"
DE:86637,70e81ed6a488b30c438bca74dcbd15ef,"86637, Wertingen, Bayern, Germany"
DE:86641,fb64e1f10ad6c011c76ab1716efcff3c,"86641, Rain, Bayern, Germany"
DE:86647,6026864d865b1102be67cf3ff8c46120,"86647, Buttenwiesen, Bayern, Germany"
DE:86653,2d4daaac126fd516236fadca399671d9,"86653, Monheim, Bayern, Germany"
DE:86655,a0c3c9b908a7368eb18d7314e111fb47,"86655, Harburg, Bayern, Germany"
DE:86657,8302f1d221846002f6aa19d237ee2cb2,"86657, Bissingen, Bayern, Germany"
DE:86660,c1dac20285e4de9a3259f0e707d08309,"86660, Tapfheim, Bayern, Germany"
DE:86663,55d5b1d6138479f6655689c1e1b6aa05,"86663, Asbach-Bäumenheim, Bayern, Germany"
DE:86668,f0462f7dfdae99c9ad038b41b28e5d7d,"86668, Karlshuld, Bayern, Germany"
DE:86672,8c9a3c74fbf3bc300a8fc8279319cb27,"86672, Thierhaupten, Bayern, Germany"
DE:86673,0643f87a57a6bb97546a2df39b309ad4,"86673, Bergheim, Bayern, Germany"
DE:86674,0ca11c3d7bd0da16bcb0cd425bf1c67e,"86674, Baar, Bayern, Germany"
DE:86675,20e5c706906fc6b21d6a52fbbf411646,"86675, Buchdorf, Bayern, Germany"
DE:86678,93431e78cfa8dff337acf2c26e1877bc,"86678, Ehingen, Bayern, Germany"
DE:86679,928c0767b85b554f4ab19eac374103fc,"86679, Ellgau, Bayern, Germany"
DE:86682,72a0ee7d75f883c5fb5806976249b0bf,"86682, Genderkingen, Bayern, Germany"
DE:86685,2295ca1eed7486f5e976e1168df1089f,"86685, Huisheim, Bayern, Germany"
DE:86688,872ae1d8f63795e655581472531c414a,"86688, Marxheim, Bayern, Germany"
DE:86695,79343111eb25cbdf45a3612e585b3e74,"86695, Allmannshofen, Bayern, Germany"
DE:86697,5c15d27482c36e593e3cf656ac66012f,"86697, Oberhausen, Bayern, Germany"
DE:86698,a2eb7fa79f2e820d5e6e8237ca341dc2,"86698, Oberndorf am Lech, Bayern, Germany"
DE:86701,5e04163b83ab0a4cb23fd51709aabb71,"86701, Rohrenfels, Bayern, Germany"
DE:86706,b0d72a7ea3264bcc22dc88e0c302942a,"86706, Weichering, Bayern, Germany"
DE:86709,1a2046f721db58788d7e6971ed463d57,"86709, Wolferstadt, Bayern, Germany"
DE:86720,ea9945e8be8038a11b20f7b48ed28237,"86720, Nördlingen, Bayern, Germany"
DE:86741,63d1183525fa259aa405c6c6558819c3,"86741, Ehingen am Ries, Bayern, Germany"
DE:86753,5ec528761edd91c1bdc8efbaa7d25620,"86753, Möttingen, Bayern, Germany"
DE:86759,785904425b81928188fbfb3f8f1f7012,"86759, Wechingen, Bayern, Germany"
DE:86807,ea13676c5710e07ee2f35c75c9f3358b,"86807, Buchloe, Bayern, Germany"
DE:86825,47c76dff398030499289033bd80e9259,"86825, Bad Wörishofen, Bayern, Germany"
DE:86830,ecceed684e10a7115e23df2a435be52c,"86830, Schwabmünchen, Bayern, Germany"
DE:86833,49925add3d39c5bb4a58fab368fdfeab,"86833, Ettringen, Bayern, Germany"
DE:86836,3834374a75d1f3aa37a0ee9c8aa8eec9,"86836, Obermeitingen, Bayern, Germany"
DE:86842,66ce64472f2b069eba264debeff7b098,"86842, Türkheim, Bayern, Germany"
DE:86845,44f7f4c58d8936fee49e1add1aeb05c0,"86845, Großaitingen, Bayern, Germany"
DE:86850,7ec760cada198139cf5eed9ef4c8058c,"86850, Fischach, Bayern, Germany"
DE:86853,4864bfa3e705fcffb22abfe8b85eeb67,"86853, Langerringen, Bayern, Germany"
DE:86856,b5b10a26e095caa369cc9293445cd70b,"86856, Hiltenfingen, Bayern, Germany"
DE:86857,43f816fcb8378ab5dc5a0774b569d3f4,"86857, Hurlach, Bayern, Germany"
DE:86859,bdd8a929add0cea59defcde709e690b3,"86859, Igling, Bayern, Germany"
DE:86862,866c13b6bc21efff21548bd7d4da6e6e,"86862, Lamerdingen, Bayern, Germany"
DE:86863,b9a97e7e3a24e431ff39df395dfaf90d,"86863, Langenneufnach, Bayern, Germany"
DE:86872,4af121baa1c789a6ca664b1560f1b1f6,"86872, Scherstetten, Bayern, Germany"
DE:86874,883e45e88315db4b765a72520a3b756b,"86874, Tussenhausen, Bayern, Germany"
DE:86875,473dd91840ee3ff5473302c6593260cb,"86875, Waal, Bayern, Germany"
DE:86899,e9b3c3543bf543c9eeffbca71fc40136,"86899, Landsberg am Lech, Bayern, Germany"
DE:86911,95783eca55f7b9d9a8f9c2fd2bfde798,"86911, Dießen am Ammersee, Bayern, Germany"
DE:86916,03918ee50bada85e3cab6436392954ee,"86916, Kaufering, Bayern, Germany"
DE:86919,dd5a0d482f18a992d359f14c7582f6aa,"86919, Utting am Ammersee, Bayern, Germany"
DE:86922,9a4507b29545e6797d192e6ec84fe586,"86922, Eresing, Bayern, Germany"
DE:86923,4293a4cafe385ec2da9503e0892684be,"86923, Finning, Bayern, Germany"
DE:86925,245383183a1bac0a9cb0ad0af33bf97d,"86925, Fuchstal, Bayern, Germany"
DE:86928,c7e105d97c87857902af404d9c2ba7ac,"86928, Hofstetten, Bayern, Germany"
DE:86929,32d5ee4d6110a7cdab9b37ca46bf0603,"86929, Penzing, Bayern, Germany"
DE:86931,e6230b9a4e217ef955d56fc90e0a3fb5,"86931, Prittriching, Bayern, Germany"
DE:86932,ca4280c706d3edec6625d3ff245e1929,"86932, Pürgen, Bayern, Germany"
DE:86938,0555dbfde9d41da23550beece9237673,"86938, Schondorf am Ammersee, Bayern, Germany"
DE:86943,c041e61e732459f278aabdbbb842a24c,"86943, Thaining, Bayern, Germany"
DE:86944,ea87f80b9677861d79a3f07347a7f201,"86944, Unterdießen, Bayern, Germany"
DE:86946,973c842249db90c0bfa454231dff3dfd,"86946, Vilgertshofen, Bayern, Germany"
DE:86947,035ba7399d36f3583cc6abd46a1b00d0,"86947, Weil, Bayern, Germany"
DE:86949,6318a5728bb06228ce0ecedf85cc52d0,"86949, Windach, Bayern, Germany"
DE:86956,316a0efefcafc5af2b866fe344b4a733,"86956, Schongau, Bayern, Germany"
DE:86971,95c4933ad22b3a559e838fd2f2777426,"86971, Peiting, Bayern, Germany"
DE:86974,fc0718e83088d5139cc90774e0c860be,"86974, Apfeldorf, Bayern, Germany"
DE:86975,89729df2b6e7f445094621f739bf2295,"86975, Bernbeuren, Bayern, Germany"
DE:86977,820b82058e5a25393180e313e0d05ac3,"86977, Burggen, Bayern, Germany"
DE:86981,f39a4332d69d747e2751ae2a392aa43c,"86981, Kinsau, Bayern, Germany"
DE:87435,836ffb8329f1e9b09782207fc16ff98a,"87435, Kempten, Bayern, Germany"
DE:87437,742cddcead3a394915da67f6da0ab4be,"87437, Kempten, Bayern, Germany"
DE:87439,a4129c1c99eb08f13182a21f5a3b1396,"87439, Kempten, Bayern, Germany"
DE:87448,12592f4652b40d88bc1315c6ad328f08,"87448, Waltenhofen, Bayern, Germany"
DE:87452,4a93b0a306c74635597421236f7a4c61,"87452, Altusried, Bayern, Germany"
DE:87459,70b6029d7bdeced2cb535e2bdf54eb28,"87459, Pfronten, Bayern, Germany"
DE:87463,76589f1d975d183ef61eaf9bf4cb02ab,"87463, Dietmannsried, Bayern, Germany"
DE:87466,9a36a5ee3433ab1f845d69b5370dbbea,"87466, Oy-Mittelberg, Bayern, Germany"
DE:87471,2ebe8d6a40ce978cc9770a2b9ae3ba9c,"87471, Durach, Bayern, Germany"
DE:87474,316ac2ad7d3918d29a0c725892166cbc,"87474, Buchenberg, Bayern, Germany"
DE:87477,6731c091ff7a87167b36409a6b7bc5eb,"87477, Sulzberg, Bayern, Germany"
DE:87480,8661ef92ab6b05dd80341eab8042aee7,"87480, Weitnau, Bayern, Germany"
DE:87484,dd72a7e93e3ffb5da714c3e2ef53d2be,"87484, Nesselwang, Bayern, Germany"
DE:87487,1b497c53479a33a11f0d48b188ed5dd0,"87487, Wiggensbach, Bayern, Germany"
DE:87488,ec3705ed71edc5a135b66ba582b5d064,"87488, Betzigau, Bayern, Germany"
DE:87490,4aff1ce75948c9fb6156b589ee9ddccd,"87490, Haldenwang, Bayern, Germany"
DE:87493,ee0e9a6d9a5ed597b5dda60bca68d9f5,"87493, Lauben, Bayern, Germany"
DE:87496,8c73726fe3ea247a2440e3a3d64f72b8,"87496, Untrasried, Bayern, Germany"
DE:87497,516c54d3300e59d3889b57eb3dcf3384,"87497, Wertach, Bayern, Germany"
DE:87499,087cced600de8a7ef6bd14545d4b75d8,"87499, Wildpoldsried, Bayern, Germany"
DE:87509,aa15eaa3bae1607b3d1d042efe4408b9,"87509, Immenstadt im Allgäu, Bayern, Germany"
DE:87527,954b9020d540732ec9c50db1aa3c525c,"87527, Sonthofen, Bayern, Germany"
DE:87534,bd1bb106b432cc4a229d06b7d0d61812,"87534, Oberstaufen, Bayern, Germany"
DE:87538,dcc20a7ad8db40043b2963057ad0699f,"87538, Fischen im Allgäu, Bayern, Germany"
DE:87541,ed865de2485cde3699017633dc272bab,"87541, Bad Hindelang, Bayern, Germany"
DE:87544,d3c4333e5ce36350a9e5ba6a6e712235,"87544, Blaichach, Bayern, Germany"
DE:87545,fa28ea5e45606c4d549f1c22f2e04964,"87545, Burgberg im Allgäu, Bayern, Germany"
DE:87549,02953c551f33e1ca1edef1db2e9a453f,"87549, Rettenberg, Bayern, Germany"
DE:87561,0df6b2a8c77ed199aeb9a7aaf7499beb,"87561, Oberstdorf, Bayern, Germany"
DE:87600,0334c6e31dbffd42e7738db101eb8078,"87600, Kaufbeuren, Bayern, Germany"
DE:87616,ae085d8419ba0354c8747ecc3923783b,"87616, Marktoberdorf, Bayern, Germany"
DE:87629,19f5aab7b74d918c9359f88bbe1851ae,"87629, Füssen, Bayern, Germany"
DE:87634,f337b808b7554c1bfbb4011ab904911b,"87634, Günzach, Bayern, Germany"
DE:87637,7d1adeb7bd06782eea8ed55597fa9f97,"87637, Seeg, Bayern, Germany"
DE:87640,1690c42ff759331ed2210aeaf32d66ba,"87640, Biessenhofen, Bayern, Germany"
DE:87642,b5bd034754d3973ce5904cd05500f6b0,"87642, Halblech, Bayern, Germany"
DE:87645,5fc537a17da73c3ceaa565ef70d33da2,"87645, Schwangau, Bayern, Germany"
DE:87647,e9aae99f9dfcf07be8421b5e348674f7,"87647, Unterthingau, Bayern, Germany"
DE:87648,3e95cf1cf7b92836441a9ff408e419c5,"87648, Aitrang, Bayern, Germany"
DE:87650,7d12a08095237676e635617a3d934fa0,"87650, Baisweil, Bayern, Germany"
DE:87653,9484311c97b9c9fb47008aa6158ffeb3,"87653, Eggenthal, Bayern, Germany"
DE:87654,fdace46de32d6e6601c7ffcaf163f3fa,"87654, Friesenried, Bayern, Germany"
DE:87656,476cc53697a5de10023ab644f613194e,"87656, Germaringen, Bayern, Germany"
DE:87657,2ea5376776fe5fc1807d247c4e81c756,"87657, Görisried, Bayern, Germany"
DE:87659,1961a3d54da1e51411212a9bb5e924ea,"87659, Hopferau, Bayern, Germany"
DE:87660,d9ed2ae86933a4320ea0263159e13c79,"87660, Irsee, Bayern, Germany"
DE:87662,4ab14df8afa61d699546eda8e66c7165,"87662, Osterzell, Bayern, Germany"
DE:87663,1f6a6b8990963cb2cb45511e1528d260,"87663, Lengenwang, Bayern, Germany"
DE:87665,0fcea6052e2c0d61c7056fb32a1e638d,"87665, Mauerstetten, Bayern, Germany"
DE:87666,f6efe713d07122753b5c040680d045ac,"87666, Pforzen, Bayern, Germany"
DE:87669,586ea446020163d02018d01b95915044,"87669, Rieden am Forggensee, Bayern, Germany"
DE:87671,5a402d2996c28b20b4af1ee3ebd4c6c3,"87671, Ronsberg, Bayern, Germany"
DE:87674,2d50d83f68119d64a67bcac023b8cd66,"87674, Ruderatshofen, Bayern, Germany"
DE:87677,85401b5b57ce061b1b28b78d085ddca9,"87677, Stöttwang, Bayern, Germany"
DE:87700,be341b9f90e396e10831a6b1d021854f,"87700, Memmingen, Bayern, Germany"
DE:87719,d6f900a7d6f1ea07500d4e63b29e70d4,"87719, Mindelheim, Bayern, Germany"
DE:87724,293447c3fcef447c28b75da8e003693c,"87724, Ottobeuren, Bayern, Germany"
DE:87730,eba982c3ff34a9b7d98b620b25e3c4c8,"87730, Bad Grönenbach, Bayern, Germany"
DE:87733,303760e095040629194f6bc5cae0664a,"87733, Markt Rettenbach, Bayern, Germany"
DE:87737,92f83ef681d04eb10a9e9a43446323b1,"87737, Boos, Bayern, Germany"
DE:87739,cf298c32867695e48a05b90948915079,"87739, Breitenbrunn, Bayern, Germany"
DE:87740,f32bc0bc3a46b609d44607dc78493b8f,"87740, Buxheim, Bayern, Germany"
DE:87742,767a23bfea9ad5e89fbbf47513708ad5,"87742, Apfeltrach, Bayern, Germany"
DE:87745,45279459ce94232edbdda95e9a12e857,"87745, Eppishausen, Bayern, Germany"
DE:87746,02736d7a79645f1ddaeb3f63f8f77e75,"87746, Erkheim, Bayern, Germany"
DE:87749,fc6a294d71260e093f367f57975d39c1,"87749, Hawangen, Bayern, Germany"
DE:87751,4e031bab92a4287f632de1762f96da06,"87751, Heimertingen, Bayern, Germany"
DE:87752,8d8f8c980db8d5f06e345ca2d5d14ab1,"87752, Holzgünz, Bayern, Germany"
DE:87760,82c1d4941b7830cd452c3d120b857daf,"87760, Lachen, Bayern, Germany"
DE:87761,c7451ce49bea1ba3b8fe6f2e0c3319ff,"87761, Lauben, Bayern, Germany"
DE:87764,d3336fb4e0e2cc891bb31df0381797c3,"87764, Legau, Bayern, Germany"
DE:87766,ca62d75cfa91a36fc6dd562de51fa633,"87766, Memmingerberg, Bayern, Germany"
DE:87767,26cbf8ce7007b53ed80cd5c72ae4aebb,"87767, Niederrieden, Bayern, Germany"
DE:87772,d07ba1a5e00f20a55d7abf0515c5c3cd,"87772, Pfaffenhausen, Bayern, Germany"
DE:87776,1dad248b79854c45e8937c17b27a5316,"87776, Sontheim, Bayern, Germany"
DE:87778,7ee7248a38a4e647226b1e7012b6b2b8,"87778, Stetten, Bayern, Germany"
DE:87782,5978f8cdcf76631cc325cf961ac91ed9,"87782, Unteregg, Bayern, Germany"
DE:87784,c0ebe055a0c2721bb84f4e228f702755,"87784, Westerheim, Bayern, Germany"
DE:87787,8cf6e5e883438278be56aeb106bfbaad,"87787, Wolfertschwenden, Bayern, Germany"
DE:88045,c367491a9554051861906ac69c7a66b6,"88045, Friedrichshafen, Baden-Württemberg, Germany"
DE:88046,f27066762b7a2f00de4bcff9bb94c155,"88046, Friedrichshafen, Baden-Württemberg, Germany"
DE:88048,8cb167fc85300fa9bd69f0dc866e91ee,"88048, Friedrichshafen, Baden-Württemberg, Germany"
DE:88069,e23911b8154291521ce7d08716a830e0,"88069, Tettnang, Baden-Württemberg, Germany"
DE:88074,d56623372e1901914de1ee8fec9f9101,"88074, Meckenbeuren, Baden-Württemberg, Germany"
DE:88079,ce3d41ce0377fa228294f421e953db8e,"88079, Kressbronn am Bodensee, Baden-Württemberg, Germany"
DE:88085,83170e6bd6684d7a04d7c939de33a0bb,"88085, Langenargen, Baden-Württemberg, Germany"
DE:88090,219bf10f3f28f3aaa0453b5e95f06b85,"88090, Immenstaad am Bodensee, Baden-Württemberg, Germany"
DE:88094,b84cfeb69c74a6fea44db71bea91ecbd,"88094, Oberteuringen, Baden-Württemberg, Germany"
DE:88131,84492f50f091b47222abe3f653654b97,"88131, Lindau (Bodensee), Bayern, Germany"
DE:88138,e75b1bda259f30679f2ffdf4b8220a6b,"88138, Hergensweiler, Bayern, Germany"
DE:88145,635026380cc19cfb9caaaaa955b6497c,"88145, Hergatz, Bayern, Germany"
DE:88161,c2b1afd97742a44e91cc2aaac75b6d55,"88161, Lindenberg im Allgäu, Bayern, Germany"
DE:88167,6c5e666a844c0a56c036d6db57b83568,"88167, Röthenbach (Allgäu), Bayern, Germany"
DE:88171,cc686be90b298825ed652d832c3a3b5f,"88171, Weiler-Simmerberg, Bayern, Germany"
DE:88175,d9b5217a71ac8c0e7b4b81b3b766d2cb,"88175, Scheidegg, Bayern, Germany"
DE:88178,f979cd533f4519e13d16d7aeb56ac1c5,"88178, Heimenkirch, Bayern, Germany"
DE:88212,62e89b56356b7c3f1227c868880af462,"88212, Ravensburg, Baden-Württemberg, Germany"
DE:88213,cc572035769b7b0e2bbf84dd736e052a,"88213, Ravensburg, Baden-Württemberg, Germany"
DE:88214,717b9bac5d68cef365df0a412fe7f913,"88214, Ravensburg, Baden-Württemberg, Germany"
DE:88239,bd57f49dc850458b55b3a88647a678d2,"88239, Wangen im Allgäu, Baden-Württemberg, Germany"
DE:88250,f8e4b72b5c6c7a1ed8d8779f42dfa5c4,"88250, Weingarten, Baden-Württemberg, Germany"
DE:88255,78b719487db56d367b5f25a8ebe056ce,"88255, Baienfurt, Baden-Württemberg, Germany"
DE:88260,51fefde49dfea47b8d379a7970fc7def,"88260, Argenbühl, Baden-Württemberg, Germany"
DE:88263,cd332eb08398187f02a63e1b5fad8ed9,"88263, Horgenzell, Baden-Württemberg, Germany"
DE:88267,35241c47793e15ca9b3a127ed08108ef,"88267, Vogt, Baden-Württemberg, Germany"
DE:88271,112abd023828fdc9c3ddd78f152ab2e6,"88271, Wilhelmsdorf, Baden-Württemberg, Germany"
DE:88273,215873741806a1717d2bce7b77782088,"88273, Fronreute, Baden-Württemberg, Germany"
